"chr"	"start"	"end"	"name"	"gieStain"
"NW_015090778.1"	"4866632"	"4879721"	"NUP85"	"gpos100"
"NW_015090986.1"	"5996955"	"6036643"	"LOC106894939"	"gpos100"
"NW_015090986.1"	"1651314"	"1656817"	"BRIX1"	"gpos100"
"NW_015090986.1"	"1645212"	"1651282"	"RAD1"	"gpos100"
"NW_015090986.1"	"1158289"	"1174486"	"TARS1"	"gpos100"
"NW_015090986.1"	"2244847"	"2270912"	"LOC106894943"	"gpos100"
"NW_015090986.1"	"1414824"	"1438125"	"AMACR"	"gpos100"
"NW_015090986.1"	"1191123"	"1369990"	"ADAMTS12"	"gpos100"
"NW_015090986.1"	"44310"	"51869"	"CREB3"	"gpos100"
"NW_015090986.1"	"2215955"	"2244698"	"PLGRKT"	"gpos100"
"NW_015090987.1"	"243674"	"254456"	"LOC106894948"	"gpos100"
"NW_015090778.1"	"4445999"	"4454450"	"XYLT2"	"gpos100"
"NW_015090987.1"	"234268"	"249349"	"LOC106894950"	"gpos100"
"NW_015090987.1"	"119910"	"122836"	"LOC106894951"	"gpos100"
"NW_015090987.1"	"140199"	"153216"	"LOC106894952"	"gpos100"
"NW_015090987.1"	"5371"	"18662"	"RPS11"	"gpos100"
"NW_015090987.1"	"61608"	"62579"	"LOC106894954"	"gpos100"
"NW_015090987.1"	"65239"	"66210"	"LOC106894955"	"gpos100"
"NW_015090987.1"	"153738"	"157139"	"LOC106894956"	"gpos100"
"NW_015090987.1"	"161172"	"162860"	"LOC106894957"	"gpos100"
"NW_015090987.1"	"266062"	"267018"	"LOC106894958"	"gpos100"
"NW_015090987.1"	"273635"	"276395"	"LOC106894959"	"gpos100"
"NW_015090778.1"	"4537181"	"4581843"	"TMEM104"	"gpos100"
"NW_015090987.1"	"291180"	"292127"	"LOC106894961"	"gpos100"
"NW_015090987.1"	"301057"	"309994"	"LOC106894962"	"gpos100"
"NW_015090987.1"	"366203"	"384045"	"LOC106894963"	"gpos100"
"NW_015090987.1"	"394254"	"467204"	"STIM1"	"gpos100"
"NW_015090987.1"	"276798"	"285454"	"LOC106894965"	"gpos100"
"NW_015090987.1"	"228854"	"229798"	"LOC106894966"	"gpos100"
"NW_015090987.1"	"86758"	"87717"	"LOC106894967"	"gpos100"
"NW_015090987.1"	"384570"	"390371"	"LOC106894968"	"gpos100"
"NW_015090987.1"	"79896"	"81955"	"LOC106894969"	"gpos100"
"NW_015090987.1"	"196493"	"198491"	"LOC106894970"	"gpos100"
"NW_015090987.1"	"208525"	"210182"	"LOC106894971"	"gpos100"
"NW_015090987.1"	"204387"	"205836"	"LOC106894972"	"gpos100"
"NW_015090987.1"	"213206"	"215191"	"LOC106894973"	"gpos100"
"NW_015090987.1"	"326824"	"361574"	"RRM1"	"gpos100"
"NW_015090988.1"	"97088"	"106284"	"LOC106894975"	"gpos100"
"NW_015090988.1"	"98856"	"99471"	"LOC106894976"	"gpos100"
"NW_015090778.1"	"7641642"	"7649614"	"LOC106894977"	"gpos100"
"NW_015090988.1"	"4657"	"7595"	"UBE2M"	"gpos100"
"NW_015090988.1"	"54469"	"59636"	"ZBTB45"	"gpos100"
"NW_015090988.1"	"26675"	"32462"	"LOC106894980"	"gpos100"
"NW_015090988.1"	"34422"	"47570"	"TRIM28"	"gpos100"
"NW_015090988.1"	"65298"	"83745"	"THAP7"	"gpos100"
"NW_015090988.1"	"106335"	"124618"	"LOC106894983"	"gpos100"
"NW_015090988.1"	"125215"	"141310"	"LOC106894984"	"gpos100"
"NW_015090988.1"	"83914"	"93807"	"SLC27A5"	"gpos100"
"NW_015090989.1"	"2404484"	"2424697"	"LOC106894986"	"gpos100"
"NW_015090989.1"	"1902457"	"2209244"	"CFAP47"	"gpos100"
"NW_015090989.1"	"2906134"	"2926479"	"TSPAN7"	"gpos100"
"NW_015090778.1"	"2319975"	"2325975"	"COIL"	"gpos100"
"NW_015090989.1"	"2961735"	"2962454"	"MID1IP1"	"gpos100"
"NW_015090989.1"	"2713593"	"2750547"	"OTC"	"gpos100"
"NW_015090989.1"	"8925"	"1204704"	"DMD"	"gpos100"
"NW_015090989.1"	"2325771"	"2387133"	"LOC106894993"	"gpos100"
"NW_015090989.1"	"3389301"	"3429356"	"BCOR"	"gpos100"
"NW_015090778.1"	"5590325"	"5632328"	"EVPL"	"gpos100"
"NW_015090989.1"	"2258836"	"2292290"	"PRRG1"	"gpos100"
"NW_015090989.1"	"1618229"	"1640771"	"TMEM47"	"gpos100"
"NW_015090989.1"	"2647435"	"2713523"	"RPGR"	"gpos100"
"NW_015090989.1"	"2443215"	"2450550"	"DYNLT3"	"gpos100"
"NW_015090989.1"	"2476826"	"2574298"	"SYTL5"	"gpos100"
"NW_015090989.1"	"2584430"	"2636793"	"SRPX"	"gpos100"
"NW_015090778.1"	"1768254"	"1777951"	"HGS"	"gpos100"
"NW_015090990.1"	"1984250"	"1987767"	"RPL37A"	"gpos100"
"NW_015090990.1"	"16405499"	"16519128"	"SATB2"	"gpos100"
"NW_015090990.1"	"4810424"	"4837521"	"IFIH1"	"gpos100"
"NW_015090990.1"	"20148254"	"20197632"	"PMS1"	"gpos100"
"NW_015090990.1"	"3409543"	"3416325"	"LOC106895007"	"gpos100"
"NW_015090990.1"	"9117665"	"9137157"	"LOC106895008"	"gpos100"
"NW_015090990.1"	"9135077"	"9145784"	"LOC106895009"	"gpos100"
"NW_015090990.1"	"9128987"	"9134809"	"LOC106895010"	"gpos100"
"NW_015090990.1"	"4481903"	"4489978"	"TBR1"	"gpos100"
"NW_015090990.1"	"2996215"	"3006148"	"PLCD4"	"gpos100"
"NW_015090990.1"	"13120712"	"13129248"	"LOC106895013"	"gpos100"
"NW_015090990.1"	"9082469"	"9093251"	"CDCA7"	"gpos100"
"NW_015090778.1"	"1778027"	"1779548"	"ARL16"	"gpos100"
"NW_015090990.1"	"14524472"	"14541758"	"CMKLR2"	"gpos100"
"NW_015090990.1"	"14972991"	"14976388"	"METTL21A"	"gpos100"
"NW_015090990.1"	"3595366"	"3624067"	"ASIC4"	"gpos100"
"NW_015090990.1"	"3685280"	"3690439"	"LOC106895019"	"gpos100"
"NW_015090990.1"	"22075406"	"22231874"	"ZNF804A"	"gpos100"
"NW_015090990.1"	"3383848"	"3390630"	"ANKZF1"	"gpos100"
"NW_015090778.1"	"4434627"	"4438635"	"MRPL27"	"gpos100"
"NW_015090990.1"	"3390802"	"3392982"	"LOC106895023"	"gpos100"
"NW_015090990.1"	"3203739"	"3236748"	"CFAP65"	"gpos100"
"NW_015090990.1"	"11990554"	"12047796"	"LOC106895025"	"gpos100"
"NW_015090990.1"	"2845456"	"2857754"	"RUFY4"	"gpos100"
"NW_015090990.1"	"2859038"	"2862900"	"LOC106895027"	"gpos100"
"NW_015090990.1"	"1802752"	"1841735"	"MARCHF4"	"gpos100"
"NW_015090990.1"	"2867901"	"2884147"	"ARPC2"	"gpos100"
"NW_015090990.1"	"2902693"	"2905858"	"CATIP"	"gpos100"
"NW_015090990.1"	"2914842"	"2921660"	"CTDSP1"	"gpos100"
"NW_015090990.1"	"3110986"	"3135941"	"WNT10A"	"gpos100"
"NW_015090778.1"	"1124799"	"1191660"	"RHBDL3"	"gpos100"
"NW_015090990.1"	"3156565"	"3167297"	"CDK5R2"	"gpos100"
"NW_015090990.1"	"3244305"	"3253341"	"LOC106895035"	"gpos100"
"NW_015090990.1"	"3266273"	"3280683"	"IHH"	"gpos100"
"NW_015090990.1"	"3358169"	"3363790"	"ZFAND2B"	"gpos100"
"NW_015090990.1"	"3406510"	"3407518"	"LOC106895038"	"gpos100"
"NW_015090990.1"	"3416226"	"3429581"	"LOC106895039"	"gpos100"
"NW_015090990.1"	"3461637"	"3477424"	"PTPRN"	"gpos100"
"NW_015090990.1"	"3478237"	"3486774"	"DNPEP"	"gpos100"
"NW_015090990.1"	"3498266"	"3536847"	"SPEG"	"gpos100"
"NW_015090990.1"	"3536745"	"3538441"	"LOC106895043"	"gpos100"
"NW_015090990.1"	"3542176"	"3546870"	"GMPPA"	"gpos100"
"NW_015090990.1"	"3760430"	"3858625"	"LOC106895045"	"gpos100"
"NW_015090990.1"	"4842451"	"4848251"	"LOC106895046"	"gpos100"
"NW_015090990.1"	"5818117"	"5833291"	"LOC106895047"	"gpos100"
"NW_015090990.1"	"6679302"	"6724689"	"XIRP2"	"gpos100"
"NW_015090990.1"	"7106826"	"7232955"	"CERS6"	"gpos100"
"NW_015090990.1"	"7326160"	"7335967"	"LOC106895050"	"gpos100"
"NW_015090990.1"	"9513675"	"9519548"	"SP9"	"gpos100"
"NW_015090990.1"	"9598723"	"9634913"	"WIPF1"	"gpos100"
"NW_015090990.1"	"10237487"	"10246053"	"EVX2"	"gpos100"
"NW_015090990.1"	"10300286"	"10301975"	"HOXD8"	"gpos100"
"NW_015090990.1"	"10305172"	"10336576"	"HOXD3"	"gpos100"
"NW_015090990.1"	"10584787"	"10587322"	"LOC106895056"	"gpos100"
"NW_015090990.1"	"12525030"	"12590064"	"CERKL"	"gpos100"
"NW_015090778.1"	"7943491"	"7968410"	"METRNL"	"gpos100"
"NW_015090990.1"	"13148800"	"13151648"	"LOC106895059"	"gpos100"
"NW_015090990.1"	"13358085"	"13365731"	"LOC106895060"	"gpos100"
"NW_015090990.1"	"13892515"	"14292102"	"PARD3B"	"gpos100"
"NW_015090990.1"	"14694565"	"14715372"	"DYTN"	"gpos100"
"NW_015090990.1"	"15005247"	"15026106"	"CCNYL1"	"gpos100"
"NW_015090990.1"	"15228719"	"15258644"	"FAM117B"	"gpos100"
"NW_015090990.1"	"15535875"	"15643106"	"CDK15"	"gpos100"
"NW_015090990.1"	"17089795"	"17090544"	"LOC106895066"	"gpos100"
"NW_015090990.1"	"17091819"	"17104913"	"BOLL"	"gpos100"
"NW_015090990.1"	"17155893"	"17176100"	"LOC106895068"	"gpos100"
"NW_015090778.1"	"1043748"	"1045197"	"TIMP2"	"gpos100"
"NW_015090990.1"	"17465287"	"17490114"	"CCDC150"	"gpos100"
"NW_015090990.1"	"17714701"	"17833525"	"DNAH7"	"gpos100"
"NW_015090990.1"	"19237701"	"19372616"	"TMEFF2"	"gpos100"
"NW_015090990.1"	"19461725"	"19471272"	"NABP1"	"gpos100"
"NW_015090990.1"	"21470464"	"21517770"	"ITGAV"	"gpos100"
"NW_015090990.1"	"21887325"	"21890429"	"LOC106895075"	"gpos100"
"NW_015090990.1"	"11279675"	"11527627"	"TTN"	"gpos100"
"NW_015090990.1"	"11478001"	"11485185"	"LOC106895077"	"gpos100"
"NW_015090990.1"	"7659840"	"7759519"	"UBR3"	"gpos100"
"NW_015090990.1"	"7575648"	"7595312"	"PPIG"	"gpos100"
"NW_015090990.1"	"7622023"	"7629468"	"LOC106895080"	"gpos100"
"NW_015090990.1"	"7634293"	"7641391"	"SSB"	"gpos100"
"NW_015090990.1"	"7609507"	"7614720"	"CFAP210"	"gpos100"
"NW_015090990.1"	"7599114"	"7608606"	"LOC106895083"	"gpos100"
"NW_015090990.1"	"7608484"	"7618915"	"PHOSPHO2"	"gpos100"
"NW_015090990.1"	"7639526"	"7644783"	"METTL5"	"gpos100"
"NW_015090990.1"	"7751881"	"7769370"	"LOC106895086"	"gpos100"
"NW_015090990.1"	"7668292"	"7670363"	"LOC106895087"	"gpos100"
"NW_015090990.1"	"11154090"	"11225806"	"OSBPL6"	"gpos100"
"NW_015090990.1"	"2922318"	"2931550"	"VIL1"	"gpos100"
"NW_015090990.1"	"2906712"	"2912560"	"SLC11A1"	"gpos100"
"NW_015090990.1"	"10951636"	"10954232"	"LOC106895091"	"gpos100"
"NW_015090990.1"	"11738889"	"11914260"	"ZNF385B"	"gpos100"
"NW_015090990.1"	"3031693"	"3043789"	"STK36"	"gpos100"
"NW_015090990.1"	"12593312"	"12594564"	"NEUROD1"	"gpos100"
"NW_015090990.1"	"5766835"	"5815060"	"GRB14"	"gpos100"
"NW_015090990.1"	"7240590"	"7244700"	"SPC25"	"gpos100"
"NW_015090990.1"	"9662646"	"9671722"	"CHRNA1"	"gpos100"
"NW_015090990.1"	"10287434"	"10290603"	"HOXD10"	"gpos100"
"NW_015090990.1"	"3430663"	"3433256"	"STK16"	"gpos100"
"NW_015090990.1"	"10265151"	"10270610"	"HOXD11"	"gpos100"
"NW_015090990.1"	"3175533"	"3176306"	"FEV"	"gpos100"
"NW_015090990.1"	"5968783"	"5996008"	"SLC38A11"	"gpos100"
"NW_015090990.1"	"7793313"	"7979009"	"MYO3B"	"gpos100"
"NW_015090990.1"	"12721299"	"12773251"	"PPP1R1C"	"gpos100"
"NW_015090990.1"	"10292540"	"10295537"	"HOXD9"	"gpos100"
"NW_015090990.1"	"13590577"	"13603551"	"LOC106895106"	"gpos100"
"NW_015090990.1"	"7486031"	"7521075"	"LOC106895107"	"gpos100"
"NW_015090990.1"	"10610318"	"10613326"	"LOC106895108"	"gpos100"
"NW_015090990.1"	"8003912"	"8006115"	"SP5"	"gpos100"
"NW_015090990.1"	"3547578"	"3552430"	"LOC106895110"	"gpos100"
"NW_015090990.1"	"20667172"	"20669706"	"LOC106895111"	"gpos100"
"NW_015090990.1"	"3185414"	"3188449"	"CRYBA2"	"gpos100"
"NW_015090990.1"	"10260691"	"10262361"	"HOXD12"	"gpos100"
"NW_015090990.1"	"13518962"	"13530519"	"CD28"	"gpos100"
"NW_015090990.1"	"3283886"	"3328258"	"NHEJ1"	"gpos100"
"NW_015090764.1"	"1667636"	"1675216"	"LOC106895116"	"gpos100"
"NW_015090990.1"	"12605282"	"12611018"	"LOC106895117"	"gpos100"
"NW_015090990.1"	"13563135"	"13567073"	"CTLA4"	"gpos100"
"NW_015090990.1"	"4742064"	"4754008"	"GCG"	"gpos100"
"NW_015090990.1"	"14755491"	"14769844"	"CPO"	"gpos100"
"NW_015090990.1"	"2093186"	"2094374"	"IGFBP5"	"gpos100"
"NW_015090990.1"	"3682307"	"3684536"	"INHA"	"gpos100"
"NW_015090779.1"	"295295"	"302110"	"COMMD8"	"gpos100"
"NW_015090990.1"	"19518310"	"19519262"	"TSSK6"	"gpos100"
"NW_015090990.1"	"3329848"	"3334625"	"SLC23A3"	"gpos100"
"NW_015090990.1"	"20671917"	"20685510"	"LOC106895126"	"gpos100"
"NW_015090990.1"	"18150174"	"18166216"	"LOC106895127"	"gpos100"
"NW_015090990.1"	"9934322"	"9942834"	"LOC106895128"	"gpos100"
"NW_015090990.1"	"19945873"	"19947058"	"LOC106895129"	"gpos100"
"NW_015090990.1"	"6130894"	"6212799"	"LOC106895130"	"gpos100"
"NW_015090990.1"	"6359171"	"6397192"	"TTC21B"	"gpos100"
"NW_015090990.1"	"6214992"	"6325166"	"CSRNP3"	"gpos100"
"NW_015090990.1"	"6331853"	"6353894"	"GALNT3"	"gpos100"
"NW_015090990.1"	"6399310"	"6500732"	"SCN1A"	"gpos100"
"NW_015090779.1"	"33003"	"37533"	"CNGA1"	"gpos100"
"NW_015090990.1"	"6535813"	"6613052"	"LOC106895136"	"gpos100"
"NW_015090990.1"	"6725232"	"6739237"	"LOC106895137"	"gpos100"
"NW_015090990.1"	"6652247"	"6659743"	"LOC106895138"	"gpos100"
"NW_015090990.1"	"13157385"	"13245107"	"NBEAL1"	"gpos100"
"NW_015090779.1"	"40644"	"83530"	"NFXL1"	"gpos100"
"NW_015090990.1"	"13254238"	"13273884"	"LOC106895141"	"gpos100"
"NW_015090990.1"	"13247592"	"13252916"	"LOC106895142"	"gpos100"
"NW_015090990.1"	"20695101"	"20709057"	"LOC106895143"	"gpos100"
"NW_015090990.1"	"15905968"	"15922669"	"ORC2"	"gpos100"
"NW_015090779.1"	"9704"	"15797"	"NIPAL1"	"gpos100"
"NW_015090990.1"	"15941663"	"15948651"	"CLK1"	"gpos100"
"NW_015090990.1"	"15948930"	"15958364"	"BZW1"	"gpos100"
"NW_015090990.1"	"15924798"	"15930081"	"NIF3L1"	"gpos100"
"NW_015090990.1"	"15930065"	"15936578"	"PPIL3"	"gpos100"
"NW_015090990.1"	"2287404"	"2304268"	"LOC106895150"	"gpos100"
"NW_015090990.1"	"15847554"	"15905418"	"HYCC2"	"gpos100"
"NW_015090779.1"	"85859"	"209421"	"CORIN"	"gpos100"
"NW_015090990.1"	"15814293"	"15838247"	"CFLAR"	"gpos100"
"NW_015090990.1"	"15842737"	"15847378"	"NDUFB3"	"gpos100"
"NW_015090990.1"	"8319643"	"8349410"	"DYNC1I2"	"gpos100"
"NW_015090990.1"	"8351756"	"8401341"	"SLC25A12"	"gpos100"
"NW_015090990.1"	"13366281"	"13467118"	"LOC106895157"	"gpos100"
"NW_015090990.1"	"13284757"	"13350463"	"ABI2"	"gpos100"
"NW_015090779.1"	"211921"	"271938"	"ATP10D"	"gpos100"
"NW_015090990.1"	"14502539"	"14517627"	"NDUFS1"	"gpos100"
"NW_015090990.1"	"14517932"	"14521963"	"EEF1B2"	"gpos100"
"NW_015090990.1"	"19973448"	"20022031"	"MFSD6"	"gpos100"
"NW_015090990.1"	"20021690"	"20065664"	"HIBCH"	"gpos100"
"NW_015090990.1"	"20103569"	"20111201"	"MSTN"	"gpos100"
"NW_015090990.1"	"20067970"	"20103791"	"LOC106895165"	"gpos100"
"NW_015090779.1"	"314148"	"393214"	"GABRB1"	"gpos100"
"NW_015090990.1"	"8125965"	"8186742"	"TLK1"	"gpos100"
"NW_015090990.1"	"8089423"	"8106325"	"GORASP2"	"gpos100"
"NW_015090990.1"	"8223856"	"8252746"	"METTL8"	"gpos100"
"NW_015090990.1"	"8107143"	"8112032"	"LOC106895170"	"gpos100"
"NW_015090990.1"	"8112615"	"8123435"	"LOC106895171"	"gpos100"
"NW_015090990.1"	"10781515"	"10799884"	"HNRNPA3"	"gpos100"
"NW_015090990.1"	"17120167"	"17155025"	"RFTN2"	"gpos100"
"NW_015090990.1"	"2771057"	"2836414"	"TNS1"	"gpos100"
"NW_015090779.1"	"322841"	"325245"	"LOC106895175"	"gpos100"
"NW_015090990.1"	"17833534"	"17918529"	"SLC39A10"	"gpos100"
"NW_015090990.1"	"17694222"	"17714148"	"STK17B"	"gpos100"
"NW_015090780.1"	"1673162"	"1688333"	"TCEA2"	"gpos100"
"NW_015090990.1"	"17816970"	"17820471"	"LOC106895179"	"gpos100"
"NW_015090990.1"	"15627160"	"15686140"	"ALS2"	"gpos100"
"NW_015090990.1"	"15531940"	"15536237"	"FZD7"	"gpos100"
"NW_015090990.1"	"15451553"	"15603443"	"LOC106895182"	"gpos100"
"NW_015090990.1"	"15687079"	"15717394"	"MPP4"	"gpos100"
"NW_015090990.1"	"15748420"	"15776678"	"TRAK2"	"gpos100"
"NW_015090990.1"	"15778729"	"15784876"	"CASP8"	"gpos100"
"NW_015090990.1"	"15738995"	"15748306"	"STRADB"	"gpos100"
"NW_015090990.1"	"9689988"	"9797889"	"CHN1"	"gpos100"
"NW_015090990.1"	"17177263"	"17186779"	"HSPD1"	"gpos100"
"NW_015090990.1"	"17186269"	"17196787"	"COQ10B"	"gpos100"
"NW_015090990.1"	"17397532"	"17440331"	"PGAP1"	"gpos100"
"NW_015090990.1"	"17443620"	"17465256"	"GTF3C3"	"gpos100"
"NW_015090990.1"	"17426279"	"17443065"	"LOC106895192"	"gpos100"
"NW_015090990.1"	"13039307"	"13105114"	"PIKFYVE"	"gpos100"
"NW_015090990.1"	"13105234"	"13118846"	"IDH1"	"gpos100"
"NW_015090990.1"	"2885131"	"2890046"	"AAMP"	"gpos100"
"NW_015090990.1"	"2890182"	"2901844"	"PNKD"	"gpos100"
"NW_015090990.1"	"19758961"	"19846225"	"GLS"	"gpos100"
"NW_015090990.1"	"19399995"	"19410565"	"CAVIN2"	"gpos100"
"NW_015090990.1"	"19355328"	"19363562"	"LOC106895199"	"gpos100"
"NW_015090990.1"	"19374302"	"19428413"	"LOC106895200"	"gpos100"
"NW_015090990.1"	"7544502"	"7567226"	"FASTKD1"	"gpos100"
"NW_015090990.1"	"7535274"	"7544371"	"KLHL41"	"gpos100"
"NW_015090990.1"	"7521796"	"7534189"	"BBS5"	"gpos100"
"NW_015090780.1"	"1835091"	"1848490"	"OPRL1"	"gpos100"
"NW_015090990.1"	"6962707"	"7066329"	"STK39"	"gpos100"
"NW_015090990.1"	"6772479"	"6943724"	"B3GALT1"	"gpos100"
"NW_015090990.1"	"7066090"	"7095679"	"LOC106895207"	"gpos100"
"NW_015090990.1"	"14446996"	"14493192"	"INO80D"	"gpos100"
"NW_015090990.1"	"15271228"	"15378820"	"BMPR2"	"gpos100"
"NW_015090990.1"	"20302320"	"20317516"	"WDR75"	"gpos100"
"NW_015090990.1"	"20251673"	"20268285"	"SLC40A1"	"gpos100"
"NW_015090990.1"	"8984475"	"9073275"	"MAP3K20"	"gpos100"
"NW_015090990.1"	"11245118"	"11254708"	"PJVK"	"gpos100"
"NW_015090764.1"	"1702231"	"1730430"	"HNF1B"	"gpos100"
"NW_015090780.1"	"214175"	"220272"	"COMMD7"	"gpos100"
"NW_015090990.1"	"11254362"	"11261357"	"FKBP7"	"gpos100"
"NW_015090990.1"	"8615024"	"8662643"	"ITGA6"	"gpos100"
"NW_015090990.1"	"8643826"	"8670857"	"LOC106895218"	"gpos100"
"NW_015090990.1"	"3433769"	"3438173"	"LOC106895219"	"gpos100"
"NW_015090990.1"	"3439773"	"3443690"	"LOC106895220"	"gpos100"
"NW_015090990.1"	"9814315"	"9871224"	"ATF2"	"gpos100"
"NW_015090780.1"	"3233385"	"3289187"	"NTSR1"	"gpos100"
"NW_015090990.1"	"4566646"	"4693186"	"SLC4A10"	"gpos100"
"NW_015090990.1"	"14590570"	"14669641"	"ADAM23"	"gpos100"
"NW_015090990.1"	"14719526"	"14730290"	"MDH1B"	"gpos100"
"NW_015090990.1"	"14681268"	"14689001"	"FAM237A"	"gpos100"
"NW_015090990.1"	"17207146"	"17230037"	"SF3B1"	"gpos100"
"NW_015090780.1"	"182515"	"207016"	"DNMT3B"	"gpos100"
"NW_015090990.1"	"4048689"	"4208895"	"RBMS1"	"gpos100"
"NW_015090990.1"	"20518266"	"20569898"	"COL3A1"	"gpos100"
"NW_015090990.1"	"10856681"	"10912729"	"AGPS"	"gpos100"
"NW_015090990.1"	"11533564"	"11625398"	"CCDC141"	"gpos100"
"NW_015090990.1"	"7260909"	"7310883"	"ABCB11"	"gpos100"
"NW_015090990.1"	"7244782"	"7274381"	"G6PC2"	"gpos100"
"NW_015090990.1"	"7274816"	"7321372"	"DHRS9"	"gpos100"
"NW_015090990.1"	"10801949"	"10826952"	"NFE2L2"	"gpos100"
"NW_015090990.1"	"8431997"	"8482262"	"METAP1D"	"gpos100"
"NW_015090990.1"	"8485393"	"8498478"	"DLX1"	"gpos100"
"NW_015090990.1"	"14927350"	"14967931"	"CREB1"	"gpos100"
"NW_015090990.1"	"17315016"	"17396493"	"ANKRD44"	"gpos100"
"NW_015090990.1"	"15156838"	"15197139"	"CARF"	"gpos100"
"NW_015090990.1"	"15197422"	"15206652"	"WDR12"	"gpos100"
"NW_015090780.1"	"3010719"	"3033211"	"SLC17A9"	"gpos100"
"NW_015090990.1"	"19948405"	"19962266"	"LOC106895244"	"gpos100"
"NW_015090990.1"	"19962338"	"19972354"	"LOC106895245"	"gpos100"
"NW_015090761.1"	"554366"	"555747"	"PDLIM2"	"gpos100"
"NW_015090990.1"	"1680212"	"1698223"	"PECR"	"gpos100"
"NW_015090990.1"	"1698240"	"1716675"	"TMEM169"	"gpos100"
"NW_015090990.1"	"15801004"	"15814105"	"LOC106895249"	"gpos100"
"NW_015090990.1"	"15788625"	"15800817"	"LOC106895250"	"gpos100"
"NW_015090780.1"	"2891502"	"2917311"	"LOC106895251"	"gpos100"
"NW_015090990.1"	"19535067"	"19656543"	"MYO1B"	"gpos100"
"NW_015090780.1"	"2832771"	"2883858"	"LOC106895253"	"gpos100"
"NW_015090990.1"	"8047900"	"8075702"	"GAD1"	"gpos100"
"NW_015090990.1"	"8045691"	"8047210"	"LOC106895255"	"gpos100"
"NW_015090990.1"	"17568707"	"17681729"	"HECW2"	"gpos100"
"NW_015090990.1"	"14314304"	"14405379"	"NRP2"	"gpos100"
"NW_015090990.1"	"1586871"	"1621221"	"ERCC3"	"gpos100"
"NW_015090990.1"	"1556460"	"1578849"	"LOC106895259"	"gpos100"
"NW_015090780.1"	"3918724"	"3925245"	"MTG2"	"gpos100"
"NW_015090990.1"	"12671414"	"12713158"	"ITPRID2"	"gpos100"
"NW_015090990.1"	"16092421"	"16226744"	"SPATS2L"	"gpos100"
"NW_015090990.1"	"16257927"	"16267770"	"TYW5"	"gpos100"
"NW_015090990.1"	"16250925"	"16258117"	"MAIP1"	"gpos100"
"NW_015090990.1"	"21391512"	"21439756"	"FAM171B"	"gpos100"
"NW_015090990.1"	"6043911"	"6120593"	"LOC106895266"	"gpos100"
"NW_015090990.1"	"9310841"	"9346951"	"SP3"	"gpos100"
"NW_015090990.1"	"1621433"	"1656179"	"MAP3K2"	"gpos100"
"NW_015090780.1"	"626317"	"630528"	"LOC106895269"	"gpos100"
"NW_015090990.1"	"20746092"	"20902299"	"GULP1"	"gpos100"
"NW_015090990.1"	"20344434"	"20508867"	"COL5A2"	"gpos100"
"NW_015090990.1"	"9556804"	"9586582"	"GPR155"	"gpos100"
"NW_015090780.1"	"631414"	"636476"	"LOC106895273"	"gpos100"
"NW_015090990.1"	"3719636"	"3749807"	"SLC4A3"	"gpos100"
"NW_015090990.1"	"3006283"	"3016755"	"ZNF142"	"gpos100"
"NW_015090990.1"	"3016799"	"3023451"	"LOC106895276"	"gpos100"
"NW_015090990.1"	"10357933"	"10391811"	"MTX2"	"gpos100"
"NW_015090990.1"	"10395231"	"10424351"	"LOC106895278"	"gpos100"
"NW_015090990.1"	"10389790"	"10391398"	"LOC106895279"	"gpos100"
"NW_015090990.1"	"12485374"	"12523816"	"ITGA4"	"gpos100"
"NW_015090780.1"	"3317846"	"3333532"	"SLCO4A1"	"gpos100"
"NW_015090990.1"	"8687185"	"8729337"	"LOC106895282"	"gpos100"
"NW_015090990.1"	"11636737"	"11690366"	"SESTD1"	"gpos100"
"NW_015090990.1"	"434550"	"723406"	"CNTNAP5"	"gpos100"
"NW_015090990.1"	"9546213"	"9554142"	"SCRN3"	"gpos100"
"NW_015090990.1"	"8672003"	"8686618"	"PDK1"	"gpos100"
"NW_015090990.1"	"3078937"	"3082148"	"LOC106895287"	"gpos100"
"NW_015090990.1"	"3072267"	"3078141"	"PRKAG3"	"gpos100"
"NW_015090780.1"	"3974895"	"3983229"	"LOC106895289"	"gpos100"
"NW_015090990.1"	"10157212"	"10200038"	"LNPK"	"gpos100"
"NW_015090990.1"	"21177431"	"21248777"	"CALCRL"	"gpos100"
"NW_015090990.1"	"4429506"	"4477999"	"PSMD14"	"gpos100"
"NW_015090780.1"	"3372125"	"3376500"	"LOC106895293"	"gpos100"
"NW_015090990.1"	"3374637"	"3383102"	"ATG9A"	"gpos100"
"NW_015090990.1"	"15054278"	"15140478"	"PLEKHM3"	"gpos100"
"NW_015090990.1"	"1445921"	"1541099"	"BIN1"	"gpos100"
"NW_015090780.1"	"1547725"	"1552818"	"LOC106895297"	"gpos100"
"NW_015090990.1"	"3864971"	"3912210"	"LY75"	"gpos100"
"NW_015090990.1"	"15404449"	"15430291"	"NOP58"	"gpos100"
"NW_015090990.1"	"15433915"	"15445196"	"SUMO1"	"gpos100"
"NW_015090990.1"	"3365155"	"3371516"	"ABCB6"	"gpos100"
"NW_015090990.1"	"8824055"	"8967406"	"RAPGEF4"	"gpos100"
"NW_015090990.1"	"9384490"	"9484407"	"OLA1"	"gpos100"
"NW_015090780.1"	"33586"	"37891"	"LOC106895304"	"gpos100"
"NW_015090990.1"	"3695495"	"3714288"	"STK11IP"	"gpos100"
