"GID","TXID","PROTID"
106897661,"XM_014958427.1","XP_014813913.1"
106897661,"XM_014958426.1","XP_014813912.1"
106891163,"XM_014947495.1","XP_014802981.1"
106891163,"XM_014947494.1","XP_014802980.1"
106896452,"XM_014956464.1","XP_014811950.1"
106895018,"XM_014954099.1","XP_014809585.1"
106895018,"XR_001413352.1",""
106889664,"XM_014944891.1","XP_014800377.1"
106887617,"XM_014941245.1","XP_014796731.1"
106887617,"XM_014941247.1","XP_014796733.1"
106887617,"XM_014941248.1","XP_014796734.1"
106898780,"XM_014960222.1","XP_014815708.1"
106898846,"XM_014960364.1","XP_014815850.1"
106898846,"XM_014960363.1","XP_014815849.1"
106886984,"XM_014940319.1","XP_014795805.1"
106886984,"XM_014940320.1","XP_014795806.1"
106895311,"XM_014954669.1","XP_014810155.1"
106895311,"XM_014954671.1","XP_014810157.1"
106895311,"XM_014954672.1","XP_014810158.1"
106894618,"XM_014953394.1","XP_014808880.1"
106894618,"XM_014953392.1","XP_014808878.1"
106894618,"XM_014953393.1","XP_014808879.1"
106897033,"XM_014957402.1","XP_014812888.1"
106886570,"XM_014939620.1","XP_014795106.1"
106886570,"XM_014939615.1","XP_014795101.1"
106886570,"XM_014939619.1","XP_014795105.1"
106886570,"XM_014939611.1","XP_014795097.1"
106886570,"XM_014939614.1","XP_014795100.1"
106886570,"XM_014939625.1","XP_014795111.1"
106886570,"XM_014939624.1","XP_014795110.1"
106886570,"XM_014939617.1","XP_014795103.1"
106886570,"XM_014939610.1","XP_014795096.1"
106886570,"XM_014939616.1","XP_014795102.1"
106886570,"XM_014939609.1","XP_014795095.1"
106886570,"XM_014939608.1","XP_014795094.1"
106886570,"XM_014939622.1","XP_014795108.1"
106886570,"XM_014939623.1","XP_014795109.1"
106886570,"XM_014939618.1","XP_014795104.1"
106886570,"XM_014939621.1","XP_014795107.1"
106886570,"XM_014939612.1","XP_014795098.1"
106886570,"XM_014939626.1","XP_014795112.1"
106886570,"XM_014939627.1","XP_014795113.1"
106886570,"XM_014939630.1","XP_014795116.1"
106886570,"XM_014939628.1","XP_014795114.1"
106889608,"XM_014944799.1","XP_014800285.1"
106889608,"XM_014944795.1","XP_014800281.1"
106889608,"XM_014944796.1","XP_014800282.1"
106889608,"XM_014944797.1","XP_014800283.1"
106888839,"XM_014943345.1","XP_014798831.1"
106894685,"XM_014953508.1","XP_014808994.1"
106893538,"XM_014951590.1","XP_014807076.1"
106892271,"XM_014949334.1","XP_014804820.1"
106892271,"XM_014949333.1","XP_014804819.1"
106888516,"XM_014942776.1","XP_014798262.1"
106888516,"XM_014942775.1","XP_014798261.1"
106885524,"XM_014937770.1","XP_014793256.1"
106888938,"XM_014943520.1","XP_014799006.1"
106888938,"XM_014943519.1","XP_014799005.1"
106888938,"XM_014943518.1","XP_014799004.1"
106893975,"XM_014952355.1","XP_014807841.1"
106896689,"XM_014956851.1","XP_014812337.1"
106896689,"XM_014956841.1","XP_014812327.1"
106896689,"XM_014956861.1","XP_014812347.1"
106899686,"XM_014961567.1","XP_014817053.1"
106885100,"XM_014936992.1","XP_014792478.1"
106885100,"XM_014936994.1","XP_014792480.1"
106885100,"XM_014936995.1","XP_014792481.1"
106885100,"XM_014936993.1","XP_014792479.1"
106901019,"XM_014963345.1","XP_014818831.1"
106902837,"XM_014966647.1","XP_014822133.1"
106902134,"XM_014965304.1","XP_014820790.1"
106902134,"XM_014965302.1","XP_014820788.1"
106896702,"XM_014956884.1","XP_014812370.1"
106887777,"XM_014941503.1","XP_014796989.1"
106892408,"XM_014949608.1","XP_014805094.1"
106892408,"XM_014949599.1","XP_014805085.1"
106900268,"XM_014962277.1","XP_014817763.1"
106900268,"XM_014962278.1","XP_014817764.1"
106900268,"XM_014962279.1","XP_014817765.1"
106889871,"XM_014945333.1","XP_014800819.1"
106889871,"XM_014945332.1","XP_014800818.1"
106889871,"XM_014945331.1","XP_014800817.1"
106889871,"XM_014945330.1","XP_014800816.1"
106891156,"XM_014947479.1","XP_014802965.1"
106891156,"XM_014947478.1","XP_014802964.1"
106891156,"XM_014947480.1","XP_014802966.1"
106891156,"XM_014947481.1","XP_014802967.1"
106895221,"XM_014954461.1","XP_014809947.1"
106895221,"XM_014954463.1","XP_014809949.1"
106895221,"XM_014954458.1","XP_014809944.1"
106895221,"XM_014954462.1","XP_014809948.1"
106895221,"XM_014954459.1","XP_014809945.1"
106895221,"XM_014954460.1","XP_014809946.1"
106895221,"XM_014954464.1","XP_014809950.1"
106893353,"XM_014951266.1","XP_014806752.1"
106893353,"XM_014951265.1","XP_014806751.1"
106893353,"XM_014951267.1","XP_014806753.1"
106901186,"XM_014963569.1","XP_014819055.1"
106888931,"XM_014943493.1","XP_014798979.1"
106888931,"XM_014943492.1","XP_014798978.1"
106888931,"XM_014943491.1","XP_014798977.1"
106898191,"XM_014959303.1","XP_014814789.1"
106901195,"XM_014963590.1","XP_014819076.1"
106901195,"XM_014963588.1","XP_014819074.1"
106901195,"XM_014963589.1","XP_014819075.1"
106901195,"XM_014963583.1","XP_014819069.1"
106901195,"XM_014963584.1","XP_014819070.1"
106901195,"XM_014963585.1","XP_014819071.1"
106901195,"XM_014963586.1","XP_014819072.1"
106901195,"XM_014963587.1","XP_014819073.1"
106884750,"XM_014936288.1","XP_014791774.1"
106884750,"XR_001411279.1",""
106898915,"XM_014960499.1","XP_014815985.1"
106898915,"XM_014960500.1","XP_014815986.1"
106898915,"XM_014960498.1","XP_014815984.1"
106891141,"XM_014947458.1","XP_014802944.1"
106891141,"XM_014947457.1","XP_014802943.1"
106891141,"XM_014947459.1","XP_014802945.1"
106897296,"XM_014957869.1","XP_014813355.1"
106892784,"XM_014950282.1","XP_014805768.1"
106892784,"XM_014950280.1","XP_014805766.1"
106892784,"XM_014950281.1","XP_014805767.1"
106892784,"XM_014950279.1","XP_014805765.1"
106892784,"XM_014950284.1","XP_014805770.1"
106892784,"XM_014950283.1","XP_014805769.1"
106890900,"XM_014947004.1","XP_014802490.1"
106893876,"XM_014952166.1","XP_014807652.1"
106893876,"XM_014952167.1","XP_014807653.1"
106893876,"XM_014952171.1","XP_014807657.1"
106893876,"XM_014952168.1","XP_014807654.1"
106893876,"XM_014952170.1","XP_014807656.1"
106893876,"XM_014952169.1","XP_014807655.1"
106897122,"XM_014957533.1","XP_014813019.1"
106897122,"XM_014957534.1","XP_014813020.1"
106897122,"XM_014957532.1","XP_014813018.1"
106897122,"XM_014957535.1","XP_014813021.1"
106891115,"XM_014947417.1","XP_014802903.1"
106891115,"XM_014947418.1","XP_014802904.1"
106895578,"XM_014955022.1","XP_014810508.1"
106900800,"XM_014962947.1","XP_014818433.1"
106886460,"XM_014939446.1","XP_014794932.1"
106886460,"XM_014939445.1","XP_014794931.1"
106886460,"XM_014939442.1","XP_014794928.1"
106886460,"XM_014939443.1","XP_014794929.1"
106886460,"XM_014939444.1","XP_014794930.1"
106886460,"XM_014939440.1","XP_014794926.1"
106886460,"XM_014939441.1","XP_014794927.1"
106901771,"XM_014964731.1","XP_014820217.1"
106893596,"XM_014951705.1","XP_014807191.1"
106893596,"XM_014951706.1","XP_014807192.1"
106895294,"XM_014954639.1","XP_014810125.1"
106884972,"XM_014936769.1","XP_014792255.1"
106901724,"XM_014964641.1","XP_014820127.1"
106901724,"XM_014964642.1","XP_014820128.1"
106901724,"XM_014964639.1","XP_014820125.1"
106901724,"XR_001414372.1",""
106902555,"XM_014966141.1","XP_014821627.1"
106888237,"XM_014942295.1","XP_014797781.1"
106888237,"XM_014942296.1","XP_014797782.1"
106896818,"XM_014957075.1","XP_014812561.1"
106887155,"XM_014940572.1","XP_014796058.1"
106902884,"XM_014966712.1","XP_014822198.1"
106889474,"XM_014944525.1","XP_014800011.1"
106889474,"XM_014944523.1","XP_014800009.1"
106889474,"XM_014944524.1","XP_014800010.1"
106889474,"XR_001412337.1",""
106889474,"XM_014944522.1","XP_014800008.1"
106894068,"XM_014952526.1","XP_014808012.1"
106894068,"XM_014952527.1","XP_014808013.1"
106894068,"XM_014952524.1","XP_014808010.1"
106894068,"XM_014952522.1","XP_014808008.1"
106894068,"XM_014952528.1","XP_014808014.1"
106894068,"XM_014952529.1","XP_014808015.1"
106894068,"XM_014952525.1","XP_014808011.1"
106894068,"XM_014952530.1","XP_014808016.1"
106891275,"XM_014947720.1","XP_014803206.1"
106898867,"XM_014960412.1","XP_014815898.1"
106891426,"XM_014947938.1","XP_014803424.1"
106891426,"XM_014947937.1","XP_014803423.1"
106895159,"XM_014954329.1","XP_014809815.1"
106889245,"XM_014944082.1","XP_014799568.1"
106886713,"XM_014939872.1","XP_014795358.1"
106886713,"XM_014939868.1","XP_014795354.1"
106886713,"XM_014939870.1","XP_014795356.1"
106886713,"XM_014939871.1","XP_014795357.1"
106886713,"XM_014939867.1","XP_014795353.1"
106886713,"XM_014939869.1","XP_014795355.1"
106886713,"XM_014939875.1","XP_014795361.1"
106886713,"XM_014939873.1","XP_014795359.1"
106895500,"XM_014954932.1","XP_014810418.1"
106886750,"XM_014939942.1","XP_014795428.1"
106886923,"XM_014940209.1","XP_014795695.1"
106886923,"XM_014940210.1","XP_014795696.1"
106900499,"XM_014962589.1","XP_014818075.1"
106890261,"XM_014945946.1","XP_014801432.1"
106890261,"XM_014945944.1","XP_014801430.1"
106890261,"XM_014945945.1","XP_014801431.1"
106890253,"XM_014945928.1","XP_014801414.1"
106890253,"XM_014945929.1","XP_014801415.1"
106890253,"XR_001412484.1",""
106890253,"XR_001412483.1",""
106890253,"XM_014945930.1","XP_014801416.1"
106896881,"XM_014957154.1","XP_014812640.1"
106891059,"XM_014947265.1","XP_014802751.1"
106893633,"XM_014951757.1","XP_014807243.1"
106895548,"XM_014954985.1","XP_014810471.1"
106895548,"XM_014954986.1","XP_014810472.1"
106901353,"XM_014964005.1","XP_014819491.1"
106899914,"XM_014961865.1","XP_014817351.1"
106899914,"XM_014961857.1","XP_014817343.1"
106899914,"XR_001414096.1",""
106894541,"XM_014953252.1","XP_014808738.1"
106894541,"XM_014953251.1","XP_014808737.1"
106901205,"XR_001414281.1",""
106901205,"XM_014963627.1","XP_014819113.1"
106901205,"XM_014963625.1","XP_014819111.1"
106901205,"XM_014963626.1","XP_014819112.1"
106897798,"XM_014958671.1","XP_014814157.1"
106897798,"XM_014958670.1","XP_014814156.1"
106897798,"XM_014958668.1","XP_014814154.1"
106895816,"XM_014955442.1","XP_014810928.1"
106895816,"XM_014955446.1","XP_014810932.1"
106895816,"XM_014955443.1","XP_014810929.1"
106895816,"XM_014955441.1","XP_014810927.1"
106895816,"XM_014955445.1","XP_014810931.1"
106885523,"XM_014937766.1","XP_014793252.1"
106885523,"XM_014937767.1","XP_014793253.1"
106885523,"XM_014937769.1","XP_014793255.1"
106885523,"XM_014937768.1","XP_014793254.1"
106888385,"XM_014942586.1","XP_014798072.1"
106888385,"XM_014942587.1","XP_014798073.1"
106889259,"XM_014944098.1","XP_014799584.1"
106892302,"XM_014949382.1","XP_014804868.1"
106898226,"XM_014959353.1","XP_014814839.1"
106892141,"XM_014949107.1","XP_014804593.1"
106892141,"XM_014949108.1","XP_014804594.1"
106897740,"XM_014958562.1","XP_014814048.1"
106895876,"XM_014955541.1","XP_014811027.1"
106892168,"XM_014949162.1","XP_014804648.1"
106897914,"XM_014958910.1","XP_014814396.1"
106897914,"XM_014958909.1","XP_014814395.1"
106895323,"XM_014954688.1","XP_014810174.1"
106897472,"XM_014958100.1","XP_014813586.1"
106892359,"XM_014949510.1","XP_014804996.1"
106897036,"XM_014957404.1","XP_014812890.1"
106898197,"XM_014959313.1","XP_014814799.1"
106891790,"XM_014948542.1","XP_014804028.1"
106892863,"XM_014950425.1","XP_014805911.1"
106885658,"XM_014938017.1","XP_014793503.1"
106885658,"XM_014938018.1","XP_014793504.1"
106885658,"XM_014938019.1","XP_014793505.1"
106885655,"XM_014938009.1","XP_014793495.1"
54124889,"",""
106901356,"XM_014964009.1","XP_014819495.1"
106901356,"XM_014964010.1","XP_014819496.1"
106898930,"XM_014960531.1","XP_014816017.1"
106885776,"XM_014938242.1","XP_014793728.1"
106898072,"XM_014959146.1","XP_014814632.1"
106898072,"XM_014959148.1","XP_014814634.1"
106898072,"XM_014959145.1","XP_014814631.1"
106898072,"XM_014959147.1","XP_014814633.1"
106898072,"XM_014959149.1","XP_014814635.1"
106901923,"XM_014965005.1","XP_014820491.1"
106885255,"XM_014937279.1","XP_014792765.1"
106886486,"XM_014939485.1","XP_014794971.1"
106897808,"XM_014958687.1","XP_014814173.1"
106891990,"XM_014948842.1","XP_014804328.1"
106902152,"XM_014965359.1","XP_014820845.1"
106891409,"XM_014947898.1","XP_014803384.1"
106891409,"XM_014947897.1","XP_014803383.1"
106902911,"XM_014966744.1","XP_014822230.1"
106897632,"XM_014958396.1","XP_014813882.1"
106902230,"XM_014965553.1","XP_014821039.1"
106902230,"XM_014965552.1","XP_014821038.1"
106902230,"XM_014965555.1","XP_014821041.1"
106902230,"XM_014965556.1","XP_014821042.1"
106902230,"XM_014965554.1","XP_014821040.1"
106896682,"XM_014956824.1","XP_014812310.1"
106887936,"XM_014941744.1","XP_014797230.1"
106885353,"XM_014937490.1","XP_014792976.1"
106893989,"XM_014952399.1","XP_014807885.1"
106888870,"XM_014943381.1","XP_014798867.1"
106885111,"XM_014937018.1","XP_014792504.1"
106895677,"XM_014955252.1","XP_014810738.1"
106895677,"XM_014955255.1","XP_014810741.1"
106895677,"XM_014955253.1","XP_014810739.1"
106895677,"XM_014955254.1","XP_014810740.1"
106902612,"XM_014966239.1","XP_014821725.1"
106902612,"XM_014966237.1","XP_014821723.1"
106902612,"XM_014966238.1","XP_014821724.1"
54124885,"",""
106897275,"XM_014957821.1","XP_014813307.1"
106897275,"XM_014957823.1","XP_014813309.1"
106897275,"XM_014957820.1","XP_014813306.1"
106897275,"XM_014957822.1","XP_014813308.1"
106902520,"XM_014966066.1","XP_014821552.1"
106902520,"XM_014966067.1","XP_014821553.1"
106886650,"XM_014939755.1","XP_014795241.1"
106899423,"XM_014961235.1","XP_014816721.1"
106897367,"XM_014957957.1","XP_014813443.1"
106889013,"XM_014943657.1","XP_014799143.1"
106887493,"XM_014941052.1","XP_014796538.1"
106886489,"XM_014939488.1","XP_014794974.1"
106884708,"XM_014936235.1","XP_014791721.1"
106887421,"XM_014940931.1","XP_014796417.1"
106887421,"XM_014940927.1","XP_014796413.1"
106887421,"XM_014940932.1","XP_014796418.1"
106887421,"XM_014940930.1","XP_014796416.1"
106887421,"XM_014940929.1","XP_014796415.1"
106893615,"XM_014951735.1","XP_014807221.1"
106899973,"XM_014961922.1","XP_014817408.1"
106894721,"XM_014953568.1","XP_014809054.1"
106894721,"XM_014953566.1","XP_014809052.1"
106894721,"XM_014953567.1","XP_014809053.1"
106902945,"XM_014966823.1","XP_014822309.1"
106898306,"XM_014959493.1","XP_014814979.1"
106898306,"XM_014959476.1","XP_014814962.1"
106898306,"XM_014959485.1","XP_014814971.1"
106895587,"XM_014955033.1","XP_014810519.1"
106895587,"XM_014955034.1","XP_014810520.1"
106895587,"XM_014955035.1","XP_014810521.1"
106895587,"XM_014955039.1","XP_014810525.1"
106895587,"XM_014955036.1","XP_014810522.1"
106895587,"XM_014955037.1","XP_014810523.1"
106895587,"XM_014955038.1","XP_014810524.1"
106887285,"XM_014940746.1","XP_014796232.1"
106887285,"XM_014940747.1","XP_014796233.1"
106887285,"XM_014940749.1","XP_014796235.1"
106887285,"XM_014940748.1","XP_014796234.1"
106885868,"XM_014938386.1","XP_014793872.1"
106885868,"XM_014938384.1","XP_014793870.1"
106885868,"XM_014938385.1","XP_014793871.1"
106888226,"XM_014942259.1","XP_014797745.1"
106888226,"XR_001412076.1",""
106888226,"XM_014942261.1","XP_014797747.1"
106888226,"XM_014942263.1","XP_014797749.1"
106888226,"XM_014942260.1","XP_014797746.1"
106888226,"XM_014942258.1","XP_014797744.1"
106900208,"XM_014962255.1","XP_014817741.1"
106900208,"XM_014962309.1","XP_014817795.1"
106900208,"XM_014962336.1","XP_014817822.1"
106900208,"XM_014962204.1","XP_014817690.1"
106900208,"XM_014962217.1","XP_014817703.1"
106900208,"XM_014962315.1","XP_014817801.1"
106900208,"XM_014962349.1","XP_014817835.1"
106900208,"XM_014962210.1","XP_014817696.1"
106900208,"XM_014962224.1","XP_014817710.1"
106900208,"XM_014962322.1","XP_014817808.1"
106900208,"XM_014962264.1","XP_014817750.1"
106900208,"XM_014962240.1","XP_014817726.1"
106900208,"XM_014962247.1","XP_014817733.1"
106900208,"XM_014962273.1","XP_014817759.1"
106900208,"XM_014962281.1","XP_014817767.1"
106900208,"XM_014962289.1","XP_014817775.1"
106900208,"XM_014962232.1","XP_014817718.1"
106900208,"XM_014962329.1","XP_014817815.1"
106900208,"XM_014962359.1","XP_014817845.1"
106900208,"XM_014962342.1","XP_014817828.1"
106900208,"XM_014962367.1","XP_014817853.1"
106900208,"XM_014962296.1","XP_014817782.1"
106900208,"XM_014962303.1","XP_014817789.1"
106897159,"XM_014957597.1","XP_014813083.1"
106897159,"XM_014957595.1","XP_014813081.1"
106897159,"XM_014957596.1","XP_014813082.1"
106890813,"XM_014946866.1","XP_014802352.1"
106901283,"XM_014963826.1","XP_014819312.1"
106901283,"XM_014963825.1","XP_014819311.1"
106901283,"XM_014963827.1","XP_014819313.1"
106901283,"XM_014963828.1","XP_014819314.1"
106901283,"XM_014963830.1","XP_014819316.1"
106896455,"XM_014956469.1","XP_014811955.1"
106891202,"XM_014947578.1","XP_014803064.1"
106890093,"XM_014945685.1","XP_014801171.1"
106890093,"XM_014945679.1","XP_014801165.1"
106889074,"XM_014943777.1","XP_014799263.1"
106889074,"XM_014943776.1","XP_014799262.1"
106889074,"XM_014943778.1","XP_014799264.1"
106889074,"XM_014943775.1","XP_014799261.1"
106889074,"XM_014943780.1","XP_014799266.1"
106887684,"XM_014941352.1","XP_014796838.1"
106887684,"XM_014941354.1","XP_014796840.1"
106887684,"XM_014941353.1","XP_014796839.1"
106887684,"XM_014941355.1","XP_014796841.1"
106894402,"XM_014953035.1","XP_014808521.1"
106887877,"XM_014941642.1","XP_014797128.1"
106892343,"XM_014949489.1","XP_014804975.1"
106897070,"XM_014957456.1","XP_014812942.1"
106901006,"XM_014963330.1","XP_014818816.1"
106895806,"XM_014955426.1","XP_014810912.1"
106888820,"XM_014943325.1","XP_014798811.1"
106893931,"XM_014952279.1","XP_014807765.1"
106893931,"XM_014952278.1","XP_014807764.1"
106885516,"XM_014937756.1","XP_014793242.1"
106902168,"XM_014965400.1","XP_014820886.1"
106902168,"XM_014965401.1","XP_014820887.1"
106890566,"XM_014946474.1","XP_014801960.1"
106899692,"XM_014961580.1","XP_014817066.1"
106890257,"XM_014945935.1","XP_014801421.1"
106890257,"XM_014945936.1","XP_014801422.1"
106890257,"XM_014945937.1","XP_014801423.1"
106892918,"XM_014950486.1","XP_014805972.1"
106895206,"XM_014954436.1","XP_014809922.1"
106895206,"XM_014954434.1","XP_014809920.1"
106895206,"XM_014954437.1","XP_014809923.1"
106888919,"XM_014943466.1","XP_014798952.1"
106888919,"XM_014943467.1","XP_014798953.1"
106898555,"XM_014959856.1","XP_014815342.1"
106898556,"XM_014959857.1","XP_014815343.1"
106898557,"XM_014959858.1","XP_014815344.1"
106898560,"XM_014959860.1","XP_014815346.1"
106898561,"XM_014959861.1","XP_014815347.1"
106898562,"XM_014959863.1","XP_014815349.1"
106898563,"XM_014959864.1","XP_014815350.1"
106898564,"XM_014959866.1","XP_014815352.1"
106898564,"XM_014959865.1","XP_014815351.1"
106898565,"XM_014959868.1","XP_014815354.1"
106898565,"XM_014959867.1","XP_014815353.1"
106898568,"",""
106898569,"XM_014959872.1","XP_014815358.1"
106898571,"XR_001413941.1",""
106898575,"XM_014959883.1","XP_014815369.1"
106898576,"XM_014959884.1","XP_014815370.1"
106898577,"XM_014959885.1","XP_014815371.1"
106898578,"XM_014959887.1","XP_014815373.1"
106898581,"XM_014959890.1","XP_014815376.1"
106898582,"XM_014959891.1","XP_014815377.1"
106898583,"XM_014959892.1","XP_014815378.1"
106898584,"XM_014959893.1","XP_014815379.1"
106898586,"XM_014959894.1","XP_014815380.1"
106898587,"XM_014959895.1","XP_014815381.1"
106898591,"XR_001413942.1",""
106898595,"XM_014959903.1","XP_014815389.1"
106898603,"XR_001413946.1",""
106898603,"XR_001413945.1",""
106898603,"XR_001413944.1",""
106898604,"XM_014959912.1","XP_014815398.1"
106898609,"XR_001413948.1",""
106898610,"XM_014959918.1","XP_014815404.1"
106898612,"XM_014959921.1","XP_014815407.1"
106898615,"XR_001413949.1",""
106898616,"XM_014959927.1","XP_014815413.1"
106898624,"XM_014959934.1","XP_014815420.1"
106898625,"XM_014959936.1","XP_014815422.1"
106898629,"XM_014959943.1","XP_014815429.1"
106898641,"XM_014959973.1","XP_014815459.1"
106898644,"XM_014959984.1","XP_014815470.1"
106898644,"XM_014959981.1","XP_014815467.1"
106898644,"XM_014959983.1","XP_014815469.1"
106898645,"XR_001413950.1",""
106898646,"XR_001413951.1",""
106898651,"XR_001413954.1",""
106898652,"XR_001413955.1",""
106898653,"XM_014959993.1","XP_014815479.1"
106898664,"XM_014960055.1","XP_014815541.1"
106898664,"XM_014960054.1","XP_014815540.1"
106898664,"XM_014960051.1","XP_014815537.1"
106898664,"XM_014960052.1","XP_014815538.1"
106898664,"XM_014960053.1","XP_014815539.1"
106898665,"XR_001413958.1",""
106898665,"XR_001413957.1",""
106898665,"XR_001413956.1",""
106898665,"XM_014960056.1","XP_014815542.1"
106898665,"XM_014960057.1","XP_014815543.1"
106898665,"XM_014960059.1","XP_014815545.1"
106898665,"XM_014960060.1","XP_014815546.1"
106898667,"XR_001413959.1",""
106898670,"XM_014960067.1","XP_014815553.1"
106898671,"XM_014960068.1","XP_014815554.1"
106898673,"XR_001413960.1",""
106898680,"XM_014960089.1","XP_014815575.1"
106898680,"XM_014960087.1","XP_014815573.1"
106898681,"XM_014960090.1","XP_014815576.1"
106898685,"XM_014960095.1","XP_014815581.1"
106898686,"XM_014960096.1","XP_014815582.1"
106898687,"XM_014960097.1","XP_014815583.1"
106898689,"XM_014960099.1","XP_014815585.1"
106898690,"XM_014960100.1","XP_014815586.1"
106898691,"XM_014960101.1","XP_014815587.1"
106898692,"XR_001413961.1",""
106898694,"XR_001413962.1",""
106898695,"XM_014960104.1","XP_014815590.1"
106898696,"XM_014960105.1","XP_014815591.1"
106898697,"XM_014960106.1","XP_014815592.1"
106898698,"XM_014960107.1","XP_014815593.1"
106898699,"XM_014960109.1","XP_014815595.1"
106898700,"XM_014960110.1","XP_014815596.1"
106898701,"XM_014960111.1","XP_014815597.1"
106898702,"XM_014960112.1","XP_014815598.1"
106898708,"XM_014960117.1","XP_014815603.1"
106898709,"XM_014960119.1","XP_014815605.1"
106898712,"XM_014960124.1","XP_014815610.1"
106898716,"XM_014960129.1","XP_014815615.1"
106898717,"XM_014960130.1","XP_014815616.1"
106898718,"XM_014960131.1","XP_014815617.1"
106898719,"XR_001413966.1",""
106898719,"XR_001413965.1",""
106898719,"XR_001413963.1",""
106898719,"XR_001413964.1",""
106898724,"XM_014960143.1","XP_014815629.1"
106898726,"XM_014960145.1","XP_014815631.1"
106898726,"XM_014960146.1","XP_014815632.1"
106898730,"XM_014960162.1","XP_014815648.1"
106898733,"XM_014960163.1","XP_014815649.1"
106898736,"XM_014960166.1","XP_014815652.1"
106898738,"XM_014960168.1","XP_014815654.1"
106898747,"XM_014960177.1","XP_014815663.1"
106898753,"XM_014960184.1","XP_014815670.1"
106898755,"XM_014960186.1","XP_014815672.1"
106898756,"XM_014960187.1","XP_014815673.1"
106898758,"XM_014960190.1","XP_014815676.1"
106898759,"XM_014960191.1","XP_014815677.1"
106898759,"XM_014960194.1","XP_014815680.1"
106898759,"XM_014960193.1","XP_014815679.1"
106898759,"XM_014960192.1","XP_014815678.1"
106898763,"XR_001413967.1",""
106898764,"XM_014960201.1","XP_014815687.1"
106898765,"XR_001413968.1",""
106898766,"XR_001413969.1",""
106898767,"XM_014960204.1","XP_014815690.1"
106898777,"XM_014960218.1","XP_014815704.1"
106898779,"XM_014960220.1","XP_014815706.1"
106898781,"XR_001413970.1",""
106898783,"XM_014960224.1","XP_014815710.1"
106898784,"XR_001413971.1",""
106898785,"XR_001413972.1",""
106898786,"XR_001413973.1",""
106898786,"XR_001413974.1",""
106898796,"XM_014960243.1","XP_014815729.1"
106898796,"XR_001413977.1",""
106898798,"XM_014960247.1","XP_014815733.1"
106898802,"XM_014960252.1","XP_014815738.1"
106898805,"XR_001413978.1",""
106898808,"XR_001413979.1",""
106898814,"XM_014960290.1","XP_014815776.1"
106898814,"XM_014960289.1","XP_014815775.1"
106898814,"XR_001413980.1",""
106898832,"XM_014960330.1","XP_014815816.1"
106898850,"XM_014960369.1","XP_014815855.1"
106898850,"XM_014960370.1","XP_014815856.1"
106898850,"XM_014960368.1","XP_014815854.1"
106898850,"XM_014960372.1","XP_014815858.1"
106898852,"XM_014960375.1","XP_014815861.1"
106898852,"XM_014960374.1","XP_014815860.1"
106898852,"XM_014960373.1","XP_014815859.1"
106898855,"XM_014960381.1","XP_014815867.1"
106898855,"XM_014960384.1","XP_014815870.1"
106898855,"XM_014960383.1","XP_014815869.1"
106898855,"XM_014960382.1","XP_014815868.1"
106898857,"XM_014960387.1","XP_014815873.1"
106898866,"XR_001413983.1",""
106898871,"XR_001413984.1",""
106898882,"XM_014960450.1","XP_014815936.1"
106898882,"XM_014960449.1","XP_014815935.1"
106898883,"XM_014960451.1","XP_014815937.1"
106898887,"XM_014960467.1","XP_014815953.1"
106898888,"XM_014960468.1","XP_014815954.1"
106898889,"XM_014960469.1","XP_014815955.1"
106898891,"XM_014960470.1","XP_014815956.1"
106898892,"XM_014960472.1","XP_014815958.1"
106898893,"XM_014960473.1","XP_014815959.1"
106898894,"XM_014960474.1","XP_014815960.1"
106898895,"XM_014960475.1","XP_014815961.1"
106898895,"XM_014960476.1","XP_014815962.1"
106898896,"XM_014960477.1","XP_014815963.1"
106898897,"XM_014960478.1","XP_014815964.1"
106898898,"XM_014960479.1","XP_014815965.1"
106898900,"XM_014960480.1","XP_014815966.1"
106898901,"XM_014960481.1","XP_014815967.1"
106898902,"XM_014960482.1","XP_014815968.1"
106898904,"XR_001413987.1",""
106898908,"XR_001413992.1",""
106898908,"XR_001413993.1",""
106898908,"XR_001413991.1",""
106898908,"XR_001413990.1",""
106898908,"XR_001413994.1",""
106898908,"XR_001413988.1",""
106898908,"XR_001413989.1",""
106898911,"XM_014960494.1","XP_014815980.1"
106898912,"XM_014960495.1","XP_014815981.1"
106898917,"XM_014960504.1","XP_014815990.1"
106898927,"XM_014960532.1","XP_014816018.1"
106898933,"XM_014960539.1","XP_014816025.1"
106898933,"XM_014960540.1","XP_014816026.1"
106898933,"XM_014960541.1","XP_014816027.1"
106898933,"XM_014960542.1","XP_014816028.1"
106898934,"XM_014960545.1","XP_014816031.1"
106898934,"XM_014960554.1","XP_014816040.1"
106898935,"XM_014960543.1","XP_014816029.1"
106898937,"XM_014960546.1","XP_014816032.1"
106898938,"XM_014960547.1","XP_014816033.1"
106898940,"XM_014960551.1","XP_014816037.1"
106898940,"XM_014960550.1","XP_014816036.1"
106898940,"XM_014960552.1","XP_014816038.1"
106898941,"XM_014960553.1","XP_014816039.1"
106898943,"XM_014960556.1","XP_014816042.1"
106898948,"XM_014960561.1","XP_014816047.1"
106898954,"XM_014960567.1","XP_014816053.1"
106898959,"XR_001413996.1",""
106898960,"XR_001413997.1",""
106898963,"XM_014960575.1","XP_014816061.1"
106898964,"",""
106898965,"XM_014960576.1","XP_014816062.1"
106898966,"XM_014960579.1","XP_014816065.1"
