Sample_ID,Filename,Species,Dev_stage,Sex,Age,Phenotype,Collected_by,Collection_date,Biomaterial_provider,Geographic_location,Ecotype,Body_mass,Testes_mass,Bird_ID,Gonadosomatic_index,Tissue,Tissue_complete,Sample_Type,Concentration,Volume,Flow_cell,Seq_provider,Type,Lib_prep,Lib_kit,Seq_prep,Seq_kit,Lib_size,RIN
s1664_F_ADR_02,s1664_F_ADR_02_R2.gz,Calidris pugnax,Adult,Male,4,Faeder,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Adr,Adrenal glands,Total RNA,54.5,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),77472095,8.7
s1664_F_ADR_02,s1664_F_ADR_02_R1.gz,Calidris pugnax,Adult,Male,4,Faeder,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Adr,Adrenal glands,Total RNA,54.5,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),77472095,8.7
s1664_F_GON_01,s1664_F_GON_01_R1.gz,Calidris pugnax,Adult,Male,4,Faeder,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Gon,Male gonads (testes),Total RNA,32.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),45753663,8
s1664_F_GON_01,s1664_F_GON_01_R2.gz,Calidris pugnax,Adult,Male,4,Faeder,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Gon,Male gonads (testes),Total RNA,32.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),45753663,8
s1664_F_PIT_01,s1664_F_PIT_01_R1.gz,Calidris pugnax,Adult,Male,4,Faeder,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Pit,Pituitary gland,Total RNA,61.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61783423,9.7
s1664_F_PIT_01,s1664_F_PIT_01_R2.gz,Calidris pugnax,Adult,Male,4,Faeder,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,138.1,3.66,1664,2.65,Pit,Pituitary gland,Total RNA,61.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61783423,9.7
s1665_I_ADR_02,s1665_I_ADR_02_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Adr,Adrenal glands,Total RNA,55.4,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56116397,9.3
s1665_I_ADR_02,s1665_I_ADR_02_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Adr,Adrenal glands,Total RNA,55.4,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56116397,9.3
s1665_I_LIV_01,s1665_I_LIV_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Liv,Liver,Total RNA,55,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55834339,7.2
s1665_I_LIV_01,s1665_I_LIV_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Liv,Liver,Total RNA,55,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55834339,7.2
s1665_I_PIT_01,s1665_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Pit,Pituitary gland,Total RNA,58.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46855932,NA
s1665_I_PIT_01,s1665_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/13/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,165.4,4.4,1665,2.66,Pit,Pituitary gland,Total RNA,58.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46855932,NA
s1670_S_BLO_01,s1670_S_BLO_01_R1.gz,Calidris pugnax,Adult,Male,5,Satellite,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Blo,Blood,Total RNA,121.5,25,HN35WDSX15,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),48532860,5.9
s1670_S_BLO_01,s1670_S_BLO_01_R2.gz,Calidris pugnax,Adult,Male,5,Satellite,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Blo,Blood,Total RNA,121.5,25,HN35WDSX16,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),48532860,5.9
s1670_S_LIV_01,s1670_S_LIV_01_R1.gz,Calidris pugnax,Adult,Male,5,Satellite,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Liv,Liver,Total RNA,42.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),52782200,NA
s1670_S_LIV_01,s1670_S_LIV_01_R2.gz,Calidris pugnax,Adult,Male,5,Satellite,Jasmine L. Loveland,6/10/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,168.35,2.37,1670,1.41,Liv,Liver,Total RNA,42.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),52782200,NA
s1672_I_ADR_01,s1672_I_ADR_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Adr,Adrenal glands,Total RNA,52,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),71433241,8.1
s1672_I_ADR_01,s1672_I_ADR_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Adr,Adrenal glands,Total RNA,52,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),71433241,8.1
s1672_I_GON_01,s1672_I_GON_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Gon,Male gonads (testes),Total RNA,50.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55351682,7.8
s1672_I_GON_01,s1672_I_GON_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Gon,Male gonads (testes),Total RNA,50.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55351682,7.8
s1672_I_PIT_01,s1672_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Pit,Pituitary gland,Total RNA,57.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),65121413,NA
s1672_I_PIT_01,s1672_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.8,3.01,1672,1.77,Pit,Pituitary gland,Total RNA,57.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),65121413,NA
s1674_I_ADR_01,s1674_I_ADR_01_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Adr,Adrenal glands,Total RNA,52.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),64664908,NA
s1674_I_ADR_01,s1674_I_ADR_01_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Adr,Adrenal glands,Total RNA,52.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),64664908,NA
s1674_I_GON_01,s1674_I_GON_01_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Gon,Male gonads (testes),Total RNA,16,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57657609,7.6
s1674_I_GON_01,s1674_I_GON_01_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Gon,Male gonads (testes),Total RNA,16,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57657609,7.6
s1674_I_HYP_02,s1674_I_HYP_02_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Hyp,Hypothalamus,Total RNA,109,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55706659,NA
s1674_I_HYP_02,s1674_I_HYP_02_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Hyp,Hypothalamus,Total RNA,109,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55706659,NA
s1674_I_LIV_01,s1674_I_LIV_01_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Liv,Liver,Total RNA,56,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),42476472,NA
s1674_I_LIV_01,s1674_I_LIV_01_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Liv,Liver,Total RNA,56,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),42476472,NA
s1674_I_LS_02,s1674_I_LS_02_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,LS,Lateral septum,Total RNA,100,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),48247375,8.3
s1674_I_LS_02,s1674_I_LS_02_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,LS,Lateral septum,Total RNA,100,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),48247375,8.3
s1674_I_PIT_01,s1674_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Pit,Pituitary gland,Total RNA,62,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),49704888,10
s1674_I_PIT_01,s1674_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Pit,Pituitary gland,Total RNA,62,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),49704888,10
s1674_I_POA_03,s1674_I_POA_03_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,POM,Medial preoptic area,Total RNA,90,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55568404,8.1
s1674_I_POA_03,s1674_I_POA_03_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,POM,Medial preoptic area,Total RNA,90,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55568404,8.1
s1674_I_RAP_03,s1674_I_RAP_03_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Rap,Raphe,Total RNA,45,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),66135718,8.2
s1674_I_RAP_03,s1674_I_RAP_03_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,Rap,Raphe,Total RNA,45,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),66135718,8.2
s1674_I_TNA_03,s1674_I_TNA_03_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,104,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46710644,7.3
s1674_I_TNA_03,s1674_I_TNA_03_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,104,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46710644,7.3
s1674_I_VTA_03,s1674_I_VTA_03_R1.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,98,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),49299552,8.1
s1674_I_VTA_03,s1674_I_VTA_03_R2.gz,Calidris pugnax,Adult,Male,6,Independent,Jasmine L. Loveland,6/9/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,183.7,3.41,1674,1.86,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,98,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),49299552,8.1
s1678_I_ADR_01,s1678_I_ADR_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Adr,Adrenal glands,Total RNA,41,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),76361435,9.2
s1678_I_ADR_01,s1678_I_ADR_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Adr,Adrenal glands,Total RNA,41,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),76361435,9.2
s1678_I_GON_01,s1678_I_GON_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Gon,Male gonads (testes),Total RNA,60,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61185759,7.9
s1678_I_GON_01,s1678_I_GON_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Gon,Male gonads (testes),Total RNA,60,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61185759,7.9
s1678_I_LIV_01,s1678_I_LIV_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Liv,Liver,Total RNA,54.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61696389,7.8
s1678_I_LIV_01,s1678_I_LIV_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Liv,Liver,Total RNA,54.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61696389,7.8
s1678_I_PIT_01,s1678_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Pit,Pituitary gland,Total RNA,61,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),43642702,NA
s1678_I_PIT_01,s1678_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,4,Independent,Jasmine L. Loveland,6/14/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,169.77,3.28,1678,1.93,Pit,Pituitary gland,Total RNA,61,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),43642702,NA
s1680_S_ADR_01,s1680_S_ADR_01_R2.gz,Calidris pugnax,Adult,Male,5,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,159.64,3.48,1680,2.18,Adr,Adrenal glands,Total RNA,47.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),63559943,NA
