Entrez_ID,Gene_Symbol,Gene_Description,Synonyms,Gene_type,Scientific_name,Common_name,Tax_ID,Transcripts,Genomic_coordinates,Orientation,Proteins,Ensembl_Gene_ID
106900563,LOC106900563,"myosin heavy chain, skeletal muscle, adult-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962650.1,NW_015092761.1: 679-18239,minus,XP_014818136.1,
106900564,LOC106900564,myosin-3-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962651.1,NW_015092761.1: 90911-93991,minus,XP_014818137.1,
106900568,LOC106900568,myosin-3-like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962656.1,XM_014962657.1,XM_014962658.1,XM_014962659.1",NW_015092761.1: 58105-89980,minus,"XP_014818142.1,XP_014818143.1,XP_014818144.1,XP_014818145.1",ENSCPUG00000009129
106900569,LOC106900569,"protein SCO1 homolog, mitochondrial",,protein-coding,Calidris pugnax,ruff,198806,"XM_014962660.1,XM_014962661.1",NW_015092761.1: 110585-118957,minus,"XP_014818146.1,XP_014818147.1",
106900570,LOC106900570,"myosin heavy chain, skeletal muscle, adult-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962662.1,NW_015092761.1: 32257-57377,minus,XP_014818148.1,ENSCPUG00000001081
106900580,LOC106900580,putative Ras-related protein Rab-42,,protein-coding,Calidris pugnax,ruff,198806,XM_014962684.1,NW_015092765.1: 564-984,plus,XP_014818170.1,
106900581,LOC106900581,E3 ubiquitin-protein ligase BRE1B-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962686.1,NW_015092766.1: 23-891,plus,XP_014818172.1,
106900582,LOC106900582,E3 ubiquitin-protein ligase BRE1B-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962687.1,NW_015092766.1: 20086-31056,plus,XP_014818173.1,
106900583,LOC106900583,monocarboxylate transporter 13-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962688.1,NW_015092769.1: 3585-8837,plus,XP_014818174.1,
106900585,LOC106900585,olfactory receptor 14A16-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962690.1,NW_015092772.1: 142-738,plus,XP_014818176.1,
106900586,LOC106900586,guanylate-binding protein 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962691.1,NW_015092778.1: 4-4381,minus,XP_014818177.1,
106900587,LOC106900587,WAP four-disulfide core domain protein 3-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962692.1,NW_015092791.1: 28-1227,minus,XP_014818178.1,
106900589,LOC106900589,non-receptor tyrosine-protein kinase TYK2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962693.1,NW_015092793.1: 757-1429,plus,XP_014818179.1,
106900590,LOC106900590,uncharacterized LOC106900590,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962694.1,XM_014962695.1,XM_014962696.1,XM_014962699.1",NW_015092796.1: 535-2050,minus,"XP_014818180.1,XP_014818181.1,XP_014818182.1,XP_014818185.1",
106900591,LOC106900591,trafficking protein particle complex subunit 2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962700.1,NW_015092798.1: 785-3443,plus,XP_014818186.1,ENSCPUG00000012919
106900592,LOC106900592,Ig heavy chain V region C3-like,,other,Calidris pugnax,ruff,198806,,NW_015092800.1: 88-663,plus,,
106900593,LOC106900593,TBC1 domain family member 10B-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962701.1,NW_015092803.1: 1822-2250,plus,XP_014818187.1,
106900594,LOC106900594,60S ribosomal protein L10,,protein-coding,Calidris pugnax,ruff,198806,XM_014962702.1,NW_015092811.1: 12-553,minus,XP_014818188.1,
106900603,LOC106900603,excitatory amino acid transporter 4-like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962716.1,XM_014962717.1,XM_014962718.1,XM_014962719.1,XM_014962720.1,XM_014962721.1,XM_014962722.1,XM_014962723.1,XM_014962725.1,XM_014962726.1",NW_015092814.1: 251060-289572,minus,"XP_014818202.1,XP_014818203.1,XP_014818204.1,XP_014818205.1,XP_014818206.1,XP_014818207.1,XP_014818208.1,XP_014818209.1,XP_014818211.1,XP_014818212.1",ENSCPUG00000012989
106900604,LOC106900604,ceramide synthase 4-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962727.1,NW_015092814.1: 70435-84671,plus,XP_014818213.1,
106900605,LOC106900605,kelch-like protein 23,,protein-coding,Calidris pugnax,ruff,198806,XM_014962728.1,NW_015092814.1: 87257-95965,minus,XP_014818214.1,
106900611,LOC106900611,butyrophilin subfamily 1 member A1-like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962736.1,XM_014962737.1",NW_015092814.1: 373061-382496,minus,"XP_014818222.1,XP_014818223.1",
106900612,LOC106900612,thaicobrin-like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962738.1,XM_014962739.1,XM_014962740.1",NW_015092814.1: 382549-387465,plus,"XP_014818224.1,XP_014818225.1,XP_014818226.1",
106900613,LOC106900613,ceramide synthase 4-like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962742.1,XM_014962743.1,XM_014962744.1,XM_014962745.1,XM_014962746.1",NW_015092814.1: 25594-66970,plus,"XP_014818228.1,XP_014818229.1,XP_014818230.1,XP_014818231.1,XP_014818232.1",ENSCPUG00000012923
106900615,LOC106900615,olfactory receptor 14J1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962748.1,NW_015092820.1: 147-1113,minus,XP_014818234.1,
106900616,LOC106900616,guanine nucleotide-binding protein-like 3-like protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014962749.1,NW_015092821.1: 9-846,plus,XP_014818235.1,
106900617,LOC106900617,U4/U6.U5 tri-snRNP-associated protein 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962751.1,NW_015092828.1: 795-5015,plus,XP_014818237.1,
106900618,LOC106900618,integrin alpha-M-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962752.1,NW_015092829.1: 7-1316,minus,XP_014818238.1,
106900619,LOC106900619,protransforming growth factor alpha-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962753.1,NW_015092834.1: 5-1600,minus,XP_014818239.1,ENSCPUG00000013020
106900620,LOC106900620,olfactory receptor 14J1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962754.1,NW_015092836.1: 1566-2534,plus,XP_014818240.1,
106900621,LOC106900621,actin-like protein 6B,,protein-coding,Calidris pugnax,ruff,198806,XM_014962755.1,NW_015092857.1: 124-1406,minus,XP_014818241.1,
106900623,LOC106900623,microfibril-associated glycoprotein 4-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962756.1,NW_015092862.1: 7-406,minus,XP_014818242.1,
106900624,LOC106900624,olfactory receptor 14C36-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962757.1,NW_015092872.1: 4-870,minus,XP_014818243.1,
106900625,LOC106900625,voltage-dependent P/Q-type calcium channel subunit alpha-1A-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962758.1,NW_015092887.1: 916-1604,minus,XP_014818244.1,
106900626,LOC106900626,T-cell receptor beta chain V region C5-like,,other,Calidris pugnax,ruff,198806,,NW_015092896.1: 2243-2840,minus,,
106900627,LOC106900627,butyrophilin subfamily 1 member A1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962760.1,NW_015092906.1: 813-2058,minus,XP_014818246.1,
106900628,LOC106900628,uncharacterized LOC106900628,,ncRNA,Calidris pugnax,ruff,198806,XR_001414179.1,NW_015092911.1: 718-3073,minus,,
106900629,LOC106900629,folate receptor alpha-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962761.1,NW_015092913.1: 19-1162,minus,XP_014818247.1,
106900630,LOC106900630,butyrophilin subfamily 1 member A1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962762.1,NW_015092929.1: 72-1322,minus,XP_014818248.1,
106900632,LOC106900632,tripartite motif-containing protein 7-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962764.1,NW_015092952.1: 24-2443,minus,XP_014818250.1,
106900633,LOC106900633,myosin-7-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962766.1,NW_015092980.1: 7-1373,plus,XP_014818252.1,
106900634,LOC106900634,neuroblast differentiation-associated protein AHNAK-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962767.1,NW_015092982.1: 26462-72130,plus,XP_014818253.1,
106900635,LOC106900635,fibroin heavy chain-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962768.1,NW_015092982.1: 89311-107963,minus,XP_014818254.1,
106900636,LOC106900636,carboxy-terminal kinesin 2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962769.1,NW_015092998.1: 168-1237,plus,XP_014818255.1,
106900637,LOC106900637,uncharacterized LOC106900637,,ncRNA,Calidris pugnax,ruff,198806,"XR_001414180.1,XR_001414181.1",NW_015093002.1: 68-2237,minus,,
106900638,LOC106900638,pleckstrin homology domain-containing family G member 3-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962770.1,NW_015093003.1: 606-7197,minus,XP_014818256.1,
106900639,LOC106900639,uncharacterized LOC106900639,,ncRNA,Calidris pugnax,ruff,198806,XR_001414182.1,NW_015093011.1: 380-1130,plus,,
106900641,LOC106900641,NAD(P)(+)--arginine ADP-ribosyltransferase 2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962771.1,NW_015093012.1: 724-1540,minus,XP_014818257.1,
106900642,LOC106900642,syntaxin-1B-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962772.1,NW_015093034.1: 3551-4076,minus,XP_014818258.1,
106900643,LOC106900643,nitrilase homolog 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962773.1,NW_015093046.1: 7-956,plus,XP_014818259.1,ENSCPUG00000013061
106900644,LOC106900644,PH and SEC7 domain-containing protein 4-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962777.1,NW_015093047.1: 45-830,plus,XP_014818263.1,
106900645,LOC106900645,scale keratin-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962778.1,NW_015093052.1: 371-1038,plus,XP_014818264.1,ENSCPUG00000013065
106900646,LOC106900646,Ig heavy chain V-III region 23-like,,other,Calidris pugnax,ruff,198806,,NW_015093063.1: 24-422,plus,,ENSCPUG00000013066
106900647,LOC106900647,Ig heavy chain V region 6.96-like,,other,Calidris pugnax,ruff,198806,,NW_015093063.1: 934-4653,plus,,
106900649,LOC106900649,olfactory receptor 14J1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962780.1,NW_015093077.1: 5923-6494,minus,XP_014818266.1,
106900650,LOC106900650,U5 small nuclear ribonucleoprotein 200 kDa helicase-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962781.1,NW_015093082.1: 332-1072,plus,XP_014818267.1,
106900652,LOC106900652,testican-2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962782.1,NW_015093087.1: 82-1333,minus,XP_014818268.1,
106900662,LOC106900662,L-gulonolactone oxidase-like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962798.1,XM_014962799.1,XM_014962800.1",NW_015093088.1: 5958-21810,plus,"XP_014818284.1,XP_014818285.1,XP_014818286.1",ENSCPUG00000013085
106900664,LOC106900664,uncharacterized LOC106900664,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962810.1,XM_014962811.1",NW_015093088.1: 131179-135827,minus,"XP_014818296.1,XP_014818297.1",ENSCPUG00000013096
106900665,LOC106900665,E3 ubiquitin-protein ligase TRIM39-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962812.1,NW_015093090.1: 54-4959,minus,XP_014818298.1,
106900666,LOC106900666,uncharacterized LOC106900666,,protein-coding,Calidris pugnax,ruff,198806,XM_014962814.1,NW_015093090.1: 6307-9991,plus,XP_014818300.1,
106900667,LOC106900667,tripartite motif-containing protein 7-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962815.1,NW_015093090.1: 31223-38774,plus,XP_014818301.1,
106900668,LOC106900668,zinc finger protein RFP-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962816.1,NW_015093090.1: 38939-48353,minus,XP_014818302.1,
106900669,LOC106900669,tripartite motif-containing protein 52 pseudogene,,pseudogene,Calidris pugnax,ruff,198806,,NW_015093090.1: 55751-56482,minus,,
106900673,LOC106900673,BTB/POZ domain-containing protein KCTD14-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962824.1,NW_015093116.1: 260-1002,plus,XP_014818310.1,
106900674,LOC106900674,T-cell receptor gamma chain V region V108A-like,,other,Calidris pugnax,ruff,198806,,NW_015093140.1: 152-679,plus,,
106900675,LOC106900675,uncharacterized LOC106900675,,ncRNA,Calidris pugnax,ruff,198806,XR_001414183.1,NW_015093181.1: 431-967,minus,,
106900676,LOC106900676,zonadhesin-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962826.1,NW_015093198.1: 48-1026,minus,XP_014818312.1,
106900677,LOC106900677,E3 ubiquitin-protein ligase TRIM39-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962827.1,NW_015093222.1: 5-881,plus,XP_014818313.1,
106900678,LOC106900678,synaptic vesicle glycoprotein 2A-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962828.1,NW_015093225.1: 102-764,plus,XP_014818314.1,
106900679,LOC106900679,potassium channel subfamily K member 3-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962829.1,NW_015093258.1: 295-1056,plus,XP_014818315.1,
106900680,LOC106900680,F-box/LRR-repeat protein 16 pseudogene,,pseudogene,Calidris pugnax,ruff,198806,,NW_015093266.1: 9-1021,minus,,
106900681,LOC106900681,roquin-1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962830.1,NW_015093272.1: 170-977,plus,XP_014818316.1,
106900682,LOC106900682,"pentatricopeptide repeat-containing protein 1, mitochondrial-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962832.1,NW_015093301.1: 9-1013,plus,XP_014818318.1,
106900683,LOC106900683,phthiocerol synthesis polyketide synthase type I PpsC-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962833.1,NW_015093334.1: 17-1072,minus,XP_014818319.1,
106900684,LOC106900684,selenium-binding protein 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962834.1,NW_015093353.1: 72-1045,plus,XP_014818320.1,
106900685,LOC106900685,T-cell receptor gamma chain V region V108B-like,,other,Calidris pugnax,ruff,198806,,NW_015093413.1: 247-868,plus,,
106900686,LOC106900686,bcl-2-associated transcription factor 1 pseudogene,,pseudogene,Calidris pugnax,ruff,198806,XR_001414184.1,NW_015093418.1: 14-1123,minus,,
106900687,LOC106900687,putative 2-hydroxyacid dehydrogenase SE_1879,,protein-coding,Calidris pugnax,ruff,198806,XM_014962835.1,NW_015093430.1: 684-1076,minus,XP_014818321.1,
106900688,LOC106900688,toll-like receptor 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014962836.1,NW_015093438.1: 6-1130,plus,XP_014818322.1,
106900690,LOC106900690,uridine-cytidine kinase-like 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014962837.1,NW_015093447.1: 198-986,minus,XP_014818323.1,
106900691,LOC106900691,chromodomain-helicase-DNA-binding protein 8-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962838.1,NW_015093448.1: 96-1007,minus,XP_014818324.1,
106900693,LOC106900693,"spectrin beta chain, erythrocytic-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962841.1,NW_015093468.1: 8-1093,plus,XP_014818327.1,
106900694,LOC106900694,semaphorin-4C-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962842.1,NW_015093477.1: 52-1158,plus,XP_014818328.1,
106900695,LOC106900695,complement C1q tumor necrosis factor-related protein 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962843.1,NW_015093500.1: 8-1164,minus,XP_014818329.1,
106900696,LOC106900696,brefeldin A-inhibited guanine nucleotide-exchange protein 3-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962844.1,NW_015093507.1: 234-1163,plus,XP_014818330.1,
106900697,LOC106900697,eukaryotic translation initiation factor 3 subunit F-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962845.1,NW_015093513.1: 29-1150,minus,XP_014818331.1,
106900698,LOC106900698,E3 ubiquitin-protein ligase UBR4-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962846.1,NW_015093518.1: 213-1123,plus,XP_014818332.1,
106900699,LOC106900699,glutathione S-transferase C-terminal domain-containing protein-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962847.1,NW_015093545.1: 5-1187,plus,XP_014818333.1,
106900702,LOC106900702,probable E3 ubiquitin-protein ligase HECTD2,,protein-coding,Calidris pugnax,ruff,198806,XM_014962848.1,NW_015093595.1: 7-1073,minus,XP_014818334.1,
106900703,LOC106900703,platelet-activating factor receptor-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962849.1,NW_015093597.1: 7-783,minus,XP_014818335.1,
106900704,LOC106900704,uncharacterized LOC106900704,,ncRNA,Calidris pugnax,ruff,198806,XR_001414185.1,NW_015093611.1: 1-1237,minus,,
106900705,LOC106900705,uncharacterized LOC106900705,,ncRNA,Calidris pugnax,ruff,198806,XR_001414186.1,NW_015093662.1: 120-1088,minus,,
106900706,LOC106900706,KDEL motif-containing protein 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962851.1,NW_015093684.1: 112-1222,plus,XP_014818337.1,
106900707,LOC106900707,sodium/hydrogen exchanger 5-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962852.1,NW_015093692.1: 11-1285,plus,XP_014818338.1,
106900708,LOC106900708,toll-like receptor 6,,protein-coding,Calidris pugnax,ruff,198806,XM_014962853.1,NW_015093702.1: 21-1283,plus,XP_014818339.1,ENSCPUG00000013164
106900709,LOC106900709,uncharacterized LOC106900709,,ncRNA,Calidris pugnax,ruff,198806,XR_001414187.1,NW_015093712.1: 760-1309,minus,,
106900710,LOC106900710,DEP domain-containing protein 1A-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962854.1,NW_015093729.1: 48-1279,plus,XP_014818340.1,
106900711,LOC106900711,YTH domain-containing protein 2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962855.1,NW_015093760.1: 61-1036,minus,XP_014818341.1,
106900712,LOC106900712,ephexin-1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962857.1,NW_015093767.1: 784-1322,minus,XP_014818343.1,
106900713,LOC106900713,phospholipase DDHD2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962858.1,NW_015093830.1: 20-1045,plus,XP_014818344.1,
106900714,LOC106900714,caspase-3-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962859.1,NW_015093852.1: 156-1300,plus,XP_014818345.1,
106900715,LOC106900715,uncharacterized LOC106900715,,ncRNA,Calidris pugnax,ruff,198806,XR_001414188.1,NW_015093863.1: 30-1442,plus,,
106900716,LOC106900716,LIX1-like protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014962860.1,NW_015093884.1: 17-1411,minus,XP_014818346.1,
106900717,LOC106900717,"dynein assembly factor 5, axonemal-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962861.1,NW_015093888.1: 676-1457,plus,XP_014818347.1,
106900718,LOC106900718,uncharacterized LOC106900718,,ncRNA,Calidris pugnax,ruff,198806,XR_001414189.1,NW_015093910.1: 440-1422,minus,,
106900719,LOC106900719,PHD finger protein 7-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962862.1,NW_015093924.1: 32-1430,minus,XP_014818348.1,
106900721,LOC106900721,uncharacterized LOC106900721,,ncRNA,Calidris pugnax,ruff,198806,XR_001414190.1,NW_015093926.1: 8-1073,plus,,
106900722,LOC106900722,"signal peptide, CUB and EGF-like domain-containing protein 2",,protein-coding,Calidris pugnax,ruff,198806,XM_014962863.1,NW_015093963.1: 609-1405,plus,XP_014818349.1,
106900723,LOC106900723,anaphase-promoting complex subunit 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962864.1,NW_015093986.1: 537-1561,plus,XP_014818350.1,
106900724,LOC106900724,trafficking protein particle complex subunit 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014962866.1,NW_015093998.1: 83-1099,minus,XP_014818352.1,
106900725,LOC106900725,uncharacterized LOC106900725,,ncRNA,Calidris pugnax,ruff,198806,XR_001414191.1,NW_015093999.1: 510-1585,plus,,
106900726,LOC106900726,toll-like receptor 7,,protein-coding,Calidris pugnax,ruff,198806,XM_014962867.1,NW_015094031.1: 7-1597,minus,XP_014818353.1,
106900728,LOC106900728,TATA box-binding protein-associated factor RNA polymerase I subunit D-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962869.1,NW_015094040.1: 5-1148,plus,XP_014818355.1,
106900729,LOC106900729,uncharacterized LOC106900729,,ncRNA,Calidris pugnax,ruff,198806,XR_001414192.1,NW_015094055.1: 10-1582,minus,,
106900730,LOC106900730,uncharacterized protein KIAA0408-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962870.1,NW_015094058.1: 909-1647,minus,XP_014818356.1,
106900732,LOC106900732,polypyrimidine tract-binding protein 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962871.1,XM_014962872.1",NW_015094074.1: 1-1661,minus,"XP_014818357.1,XP_014818358.1",ENSCPUG00000013173
106900733,LOC106900733,embryonic polyadenylate-binding protein A-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962873.1,NW_015094081.1: 226-1048,plus,XP_014818359.1,
106900734,LOC106900734,"erythronolide synthase, modules 3 and 4-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962875.1,NW_015094083.1: 27-1637,plus,XP_014818361.1,
106900735,LOC106900735,magnesium transporter NIPA2 pseudogene,,pseudogene,Calidris pugnax,ruff,198806,,NW_015094096.1: 661-1676,minus,,ENSCPUG00000013175
106900736,LOC106900736,fatty acyl-CoA reductase 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962876.1,NW_015094103.1: 117-1628,plus,XP_014818362.1,
106900737,LOC106900737,protein furry homolog-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962878.1,NW_015094106.1: 361-1697,minus,XP_014818364.1,
106900738,LOC106900738,olfactory receptor 51G2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962879.1,NW_015094112.1: 295-1269,plus,XP_014818365.1,ENSCPUG00000013176
106900739,LOC106900739,kinetochore-associated protein 1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962880.1,NW_015094114.1: 67-1629,plus,XP_014818366.1,
106900740,LOC106900740,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit",,protein-coding,Calidris pugnax,ruff,198806,XM_014962881.1,NW_015094129.1: 250-1568,minus,XP_014818367.1,
106900742,LOC106900742,uncharacterized LOC106900742,,ncRNA,Calidris pugnax,ruff,198806,XR_001414193.1,NW_015094164.1: 27-1749,plus,,
106900743,LOC106900743,uncharacterized LOC106900743,,ncRNA,Calidris pugnax,ruff,198806,XR_001414194.1,NW_015094195.1: 281-826,minus,,
106900744,LOC106900744,ELAV-like protein 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014962882.1,NW_015094222.1: 19-1780,minus,XP_014818368.1,
106900745,LOC106900745,uncharacterized protein C4orf19-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962883.1,NW_015094233.1: 289-1939,plus,XP_014818369.1,ENSCPUG00000013179
106900746,LOC106900746,Abelson tyrosine-protein kinase 2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962885.1,NW_015094261.1: 7-1004,plus,XP_014818371.1,
106900747,LOC106900747,nucleolar RNA helicase 2-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962886.1,NW_015094291.1: 59-2078,minus,XP_014818372.1,
106900748,LOC106900748,uncharacterized protein C10orf88 homolog,,protein-coding,Calidris pugnax,ruff,198806,XM_014962887.1,NW_015094312.1: 191-2215,minus,XP_014818373.1,
106900749,LOC106900749,"spectrin alpha chain, non-erythrocytic 1-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962888.1,NW_015094321.1: 85-2211,minus,XP_014818374.1,
106900750,LOC106900750,"serine beta-lactamase-like protein LACTB, mitochondrial",,protein-coding,Calidris pugnax,ruff,198806,XM_014962889.1,NW_015094322.1: 708-2196,plus,XP_014818375.1,
106900751,LOC106900751,"glutamate receptor ionotropic, NMDA 3B-like",,protein-coding,Calidris pugnax,ruff,198806,XM_014962891.1,NW_015094324.1: 1092-2267,plus,XP_014818377.1,
106900752,LOC106900752,52 kDa repressor of the inhibitor of the protein kinase-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962892.1,NW_015094338.1: 1-2331,minus,XP_014818378.1,
106900753,LOC106900753,uncharacterized LOC106900753,,ncRNA,Calidris pugnax,ruff,198806,XR_001414195.1,NW_015094355.1: 184-2473,plus,,
106900754,LOC106900754,uncharacterized LOC106900754,,ncRNA,Calidris pugnax,ruff,198806,XR_001414196.1,NW_015094356.1: 533-1706,plus,,
106900755,LOC106900755,nucleolar complex protein 3 homolog,,protein-coding,Calidris pugnax,ruff,198806,XM_014962893.1,NW_015094380.1: 802-2546,plus,XP_014818379.1,
106900756,LOC106900756,kinesin-like protein KIF3C,,protein-coding,Calidris pugnax,ruff,198806,XM_014962894.1,NW_015094385.1: 1501-2637,minus,XP_014818380.1,
106900757,LOC106900757,uncharacterized LOC106900757,,protein-coding,Calidris pugnax,ruff,198806,XM_014962895.1,NW_015094391.1: 5-2470,minus,XP_014818381.1,
106900758,LOC106900758,melanotransferrin-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962899.1,NW_015090783.1: 8391018-8408096,minus,XP_014818385.1,ENSCPUG00000010001
106900759,LOC106900759,uncharacterized LOC106900759,,ncRNA,Calidris pugnax,ruff,198806,XR_001414197.1,NW_015094395.1: 311-1752,minus,,
106900760,LOC106900760,protein ELYS-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962896.1,NW_015094396.1: 350-1862,minus,XP_014818382.1,
106900761,LOC106900761,uncharacterized protein C16orf45-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962897.1,NW_015094402.1: 7-1567,minus,XP_014818383.1,
106900762,LOC106900762,myopalladin-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962898.1,NW_015094406.1: 114-2586,plus,XP_014818384.1,
106900763,LOC106900763,E3 ubiquitin-protein ligase RNF123-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962900.1,NW_015094413.1: 8-2581,minus,XP_014818386.1,
106900764,LOC106900764,uncharacterized LOC106900764,,ncRNA,Calidris pugnax,ruff,198806,XR_001414198.1,NW_015094417.1: 68-2408,minus,,
106900765,LOC106900765,unconventional myosin-VIIa-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962901.1,NW_015094429.1: 167-3318,plus,XP_014818387.1,
106900766,LOC106900766,myotubularin-related protein 4-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962902.1,NW_015094443.1: 41-2950,minus,XP_014818388.1,
106900767,LOC106900767,laminin subunit alpha-3-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962903.1,NW_015094451.1: 1475-3578,minus,XP_014818389.1,
106900769,LOC106900769,plastin-1-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962905.1,NW_015094462.1: 612-5385,plus,XP_014818391.1,
106900770,LOC106900770,phosphatidylserine decarboxylase proenzyme,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962908.1,XM_014962915.1",NW_015090783.1: 8429870-8442155,plus,"XP_014818394.1,XP_014818401.1",ENSCPUG00000010002
106900771,LOC106900771,glucosylceramidase-like,,protein-coding,Calidris pugnax,ruff,198806,XM_014962906.1,NW_015094465.1: 4360-5860,minus,XP_014818392.1,
